,pdb_name,has_sugar_names,has_L,has_D,type
6433,3BEQ,True,False,True,ALPHA-D-MANNOSE
6434,3BES,True,False,True,N-ACETYL-D-GLUCOSAMINE
6435,3BES,True,False,True,BETA-D-MANNOSE
6436,3BHX,True,False,True,N-ACETYL-D-GLUCOSAMINE
6437,3BHX,True,False,True,BETA-D-MANNOSE
6438,3BHX,True,False,True,ALPHA-D-MANNOSE
6439,3BI0,True,False,True,N-ACETYL-D-GLUCOSAMINE
6440,3BI0,True,False,True,BETA-D-MANNOSE
6441,3BI0,True,False,True,ALPHA-D-MANNOSE
6442,3BI1,True,False,True,N-ACETYL-D-GLUCOSAMINE
6443,3BI1,True,False,True,BETA-D-MANNOSE
6444,3BI1,True,False,True,ALPHA-D-MANNOSE
6445,3BIU,True,False,True,N-ACETYL-D-GLUCOSAMINE
6446,3BIV,True,False,True,N-ACETYL-D-GLUCOSAMINE
6447,3BIW,True,False,True,N-ACETYL-D-GLUCOSAMINE
6448,3BIX,True,False,True,N-ACETYL-D-GLUCOSAMINE
6449,3BJM,True,False,True,N-ACETYL-D-GLUCOSAMINE
6450,3BKD,True,False,False,B-OCTYLGLUCOSIDE
6451,3BKK,True,False,True,N-ACETYL-D-GLUCOSAMINE
6452,3BKK,True,True,False,ALPHA-L-FUCOSE
6453,3BKL,True,False,True,N-ACETYL-D-GLUCOSAMINE
6454,3BKL,True,True,False,ALPHA-L-FUCOSE
6455,3BKV,True,False,True,N-ACETYL-D-GLUCOSAMINE
6456,3BL8,True,False,True,N-ACETYL-D-GLUCOSAMINE
6457,3BL8,True,False,True,ALPHA-D-MANNOSE
6458,3BL8,True,False,True,BETA-D-MANNOSE
6459,3BLB,True,False,True,N-ACETYL-D-GLUCOSAMINE
6460,3BLK,True,False,True,"4,6-DIDEOXY-4-AMINO-ALPHA-D-GLUCOSE"
6461,3BLK,True,False,True,ALPHA-D-GLUCOSE
6462,3BLP,True,False,True,"4,6-DIDEOXY-4-AMINO-ALPHA-D-GLUCOSE"
6463,3BLP,True,False,True,ALPHA-D-GLUCOSE
6464,3BMW,True,False,True,ALPHA-D-GLUCOSE
6465,3BMW,True,False,True,6-DEOXY-ALPHA-D-GLUCOSE
6466,3BN3,True,False,True,N-ACETYL-D-GLUCOSAMINE
6467,3BPC,True,False,True,(3-DEOXY-D-MANNO-OCT-2-ULOSONIC ACID)-2-O-ALLYL
6468,3BPL,True,False,True,N-ACETYL-D-GLUCOSAMINE
6469,3BPL,True,True,False,ALPHA-L-FUCOSE
6470,3BPN,True,False,True,N-ACETYL-D-GLUCOSAMINE
6471,3BPO,True,False,True,N-ACETYL-D-GLUCOSAMINE
6472,3BSH,True,False,True,BETA-D-GLUCOSE
6473,3BT1,True,False,True,N-ACETYL-D-GLUCOSAMINE
6474,3BT1,True,False,True,ALPHA-D-MANNOSE
6475,3BT2,True,False,True,N-ACETYL-D-GLUCOSAMINE
6476,3BT6,True,False,True,N-ACETYL-D-GLUCOSAMINE
6477,3BT6,True,False,True,2-(ACETYLAMINO)-2-DEOXY-A-D-GLUCOPYRANOSE
6478,3BUB,True,False,True,N-ACETYL-D-GLUCOSAMINE
6479,3BUD,True,False,True,N-ACETYL-D-GLUCOSAMINE
6480,3BUK,True,False,True,N-ACETYL-D-GLUCOSAMINE
6481,3BUP,True,False,True,N-ACETYL-D-GLUCOSAMINE
6482,3BUP,True,False,True,ALPHA-D-MANNOSE
6483,3BUQ,True,False,True,N-ACETYL-D-GLUCOSAMINE
6484,3BUQ,True,False,True,ALPHA-D-MANNOSE
6485,3BVH,True,False,True,N-ACETYL-D-GLUCOSAMINE
6486,3BVH,True,True,False,ALPHA-L-FUCOSE
6487,3BVT,True,False,True,N-ACETYL-D-GLUCOSAMINE
6488,3BVT,True,False,True,methyl 3-S-alpha-D-mannopyranosyl-3-thio-alpha-D-mannopyranoside
6489,3BVU,True,False,True,N-ACETYL-D-GLUCOSAMINE
6490,3BVU,True,False,True,methyl alpha-D-mannopyranosyl-(1->3)-[alpha-D-mannopyranosyl-(1->6)]-3-thio-alpha-D-mannopyranoside
6491,3BVV,True,False,True,methyl alpha-D-mannopyranosyl-(1->3)-[6-thio-alpha-D-mannopyranosyl-(1->6)]-beta-D-mannopyranoside
6492,3BVW,True,False,True,methyl 2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl-(1->2)-alpha-D-mannopyranosyl-(1->3)-[alpha-D-mannopyranosyl-(1->6)-6-thio-alpha-D-mannopyranosyl-(1->6)]-beta-D-mannopyranoside
6493,3BVW,True,False,True,methyl 2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl-(1->2)-alpha-D-mannopyranosyl-(1->3)-[alpha-D-mannopyranosyl-(1->6)-6-thio-alpha-D-mannopyranosyl-(1->6)]-beta-D-mannopyranoside
6494,3BVX,True,False,True,methyl 2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl-(1->2)-alpha-D-mannopyranosyl-(1->3)-[alpha-D-mannopyranosyl-(1->6)-alpha-D-mannopyranosyl-(1->6)]-beta-D-mannopyranoside
6495,3BVX,True,False,True,methyl 2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl-(1->2)-alpha-D-mannopyranosyl-(1->3)-[alpha-D-mannopyranosyl-(1->6)-alpha-D-mannopyranosyl-(1->6)]-beta-D-mannopyranoside
6496,3BW7,True,False,True,N-ACETYL-D-GLUCOSAMINE
6497,3BWH,True,False,True,N-ACETYL-D-GLUCOSAMINE
6498,3BWH,True,False,True,BETA-D-MANNOSE
6499,3BWH,True,False,True,ALPHA-D-MANNOSE
6500,3BWR,True,False,False,O-SIALIC ACID
6501,3BWR,True,False,True,BETA-D-GALACTOSE
6502,3BWR,True,False,True,N-ACETYL-D-GALACTOSAMINE
6503,3BWR,True,False,True,BETA-D-GLUCOSE
6504,3BXI,True,False,True,N-ACETYL-D-GLUCOSAMINE
6505,3BXI,True,False,True,ALPHA-D-MANNOSE
6506,3BXM,True,False,True,N-ACETYL-D-GLUCOSAMINE
6507,3BXM,True,False,True,BETA-D-MANNOSE
6508,3BXM,True,False,True,ALPHA-D-MANNOSE
6509,3BZ4,True,False,True,ALPHA-D-GLUCOSE
6510,3BZ4,True,False,True,N-ACETYL-D-GLUCOSAMINE
6511,3BZ4,True,False,True,2-aminoethyl 2-(acetylamino)-2-deoxy-beta-D-glucopyranoside
6512,3C09,True,False,True,N-ACETYL-D-GLUCOSAMINE
6513,3C09,True,False,True,BETA-D-MANNOSE
6514,3C09,True,False,True,ALPHA-D-MANNOSE
6515,3C0O,True,False,True,ALPHA-D-MANNOSE-6-PHOSPHATE
6516,3C0P,True,False,True,N-ACETYL-D-GLUCOSAMINE
6517,3C1U,True,False,True,N-ACETYL-D-GLUCOSAMINE
6518,3C2S,True,False,True,N-ACETYL-D-GLUCOSAMINE
6519,3C2S,True,False,True,BETA-D-MANNOSE
6520,3C2S,True,False,True,ALPHA-D-MANNOSE
6521,3C2S,True,False,True,BETA-D-GALACTOSE
6522,3C2S,True,True,False,ALPHA-L-FUCOSE
6523,3C43,True,False,True,N-ACETYL-D-GLUCOSAMINE
6524,3C43,True,False,True,2-(ACETYLAMINO)-2-DEOXY-A-D-GLUCOPYRANOSE
6525,3C45,True,False,True,N-ACETYL-D-GLUCOSAMINE
6526,3C45,True,False,True,2-(ACETYLAMINO)-2-DEOXY-A-D-GLUCOPYRANOSE
6527,3C59,True,False,True,decyl 4-O-alpha-D-glucopyranosyl-1-thio-beta-D-glucopyranoside
6528,3C5J,True,False,True,N-ACETYL-D-GLUCOSAMINE
6529,3C5T,True,False,True,decyl 4-O-alpha-D-glucopyranosyl-1-thio-beta-D-glucopyranoside
6530,3C5X,True,False,True,N-ACETYL-D-GLUCOSAMINE
6531,3C5X,True,False,True,2-(ACETYLAMINO)-2-DEOXY-A-D-GLUCOPYRANOSE
6532,3C5X,True,False,True,BETA-D-MANNOSE
6533,3C6E,True,False,True,N-ACETYL-D-GLUCOSAMINE
6534,3C6E,True,False,True,2-(ACETYLAMINO)-2-DEOXY-A-D-GLUCOPYRANOSE
6535,3C6E,True,False,True,ALPHA-D-MANNOSE
6536,3C6S,True,False,True,ALPHA-D-GLUCOSE
6537,3C6S,True,False,True,N-ACETYL-D-GLUCOSAMINE
6538,3C7O,True,False,True,beta-D-glucopyranosyl-(1->4)-beta-D-glucopyranosyl-(1->4)-beta-D-glucopyranosyl-(1->4)-beta-D-glucopyranose
6539,3C9E,True,False,True,BETA-D-GLUCOPYRANURONIC ACID
6540,3C9E,True,False,True,2-DEOXY-2-ACETAMIDO-BETA-D-GALACTOSE-4-SULFATE
6541,3C9L,True,False,True,N-ACETYL-D-GLUCOSAMINE
6542,3C9L,True,False,True,BETA-D-MANNOSE
6543,3C9M,True,False,True,N-ACETYL-D-GLUCOSAMINE
6544,3C9Z,True,False,True,N-ACETYL-D-GLUCOSAMINE
6545,3C9Z,True,True,False,ALPHA-L-FUCOSE
6546,3CA0,True,False,True,N-ACETYL-D-GLUCOSAMINE
6547,3CA0,True,False,True,BETA-D-MANNOSE
6548,3CA0,True,False,True,ALPHA-D-MANNOSE
6549,3CA0,True,True,False,ALPHA-L-FUCOSE
6550,3CA1,True,False,True,N-ACETYL-D-GLUCOSAMINE
6551,3CA1,True,True,False,ALPHA-L-FUCOSE
6552,3CA1,True,False,False,ALPHA D-GALACTOSE
6553,3CA3,True,False,True,N-ACETYL-D-GLUCOSAMINE
6554,3CA3,True,True,False,ALPHA-L-FUCOSE
6555,3CA3,True,False,False,N-ACETYL-2-DEOXY-2-AMINO-GALACTOSE
6556,3CA3,True,False,True,N-ACETYL-D-GALACTOSAMINE
6557,3CA4,True,False,True,N-ACETYL-D-GLUCOSAMINE
6558,3CA4,True,True,False,ALPHA-L-FUCOSE
6559,3CA5,True,False,True,N-ACETYL-D-GLUCOSAMINE
6560,3CA5,True,True,False,ALPHA-L-FUCOSE
6561,3CA5,True,False,True,ALPHA-METHYL-D-GALACTOSIDE
6562,3CA6,True,False,True,N-ACETYL-D-GLUCOSAMINE
6563,3CA6,True,True,False,ALPHA-L-FUCOSE
6564,3CA6,True,False,False,N-ACETYL-2-DEOXY-2-AMINO-GALACTOSE
6565,3CAH,True,False,True,N-ACETYL-D-GLUCOSAMINE
6566,3CAH,True,True,False,ALPHA-L-FUCOSE
6567,3CAH,True,False,True,ALPHA-D-FUCOSE
6568,3CAP,True,False,True,N-ACETYL-D-GLUCOSAMINE
6569,3CAP,True,False,True,BETA-D-MANNOSE
6570,3CAP,True,False,False,B-2-OCTYLGLUCOSIDE
6571,3CB3,True,False,False,L-GLUCARIC ACID
6572,3CCB,True,False,True,N-ACETYL-D-GLUCOSAMINE
6573,3CCC,True,False,True,N-ACETYL-D-GLUCOSAMINE
6574,3CDZ,True,False,True,N-ACETYL-D-GLUCOSAMINE
6575,3CDZ,True,False,True,ALPHA-D-MANNOSE
6576,3CEH,True,False,True,1-N-ACETYL-BETA-D-GLUCOSAMINE
6577,3CEJ,True,False,True,1-N-ACETYL-BETA-D-GLUCOSAMINE
6578,3CEL,True,False,True,N-ACETYL-D-GLUCOSAMINE
6579,3CEL,True,False,True,BETA-D-GLUCOSE
6580,3CEM,True,False,True,1-N-ACETYL-BETA-D-GLUCOSAMINE
6581,3CFL,True,False,True,N-ACETYL-D-GLUCOSAMINE
6582,3CFW,True,False,True,N-ACETYL-D-GLUCOSAMINE
6583,3CFW,True,False,True,ALPHA-D-MANNOSE
6584,3CFW,True,False,True,BETA-D-MANNOSE
6585,3CHB,True,False,True,BETA-D-GALACTOSE
6586,3CHB,True,False,True,N-ACETYL-D-GALACTOSAMINE
6587,3CHB,True,False,True,ALPHA-D-GLUCOSE
6588,3CHB,True,False,False,O-SIALIC ACID
6589,3CHB,True,False,True,BETA-D-GLUCOSE
6590,3CI8,True,False,True,N-ACETYL-D-GLUCOSAMINE
6591,3CIG,True,False,True,N-ACETYL-D-GLUCOSAMINE
6592,3CIG,True,False,True,2-(ACETYLAMINO)-2-DEOXY-A-D-GLUCOPYRANOSE
6593,3CIG,True,True,False,BETA-L-FUCOSE
6594,3CIG,True,True,False,ALPHA-L-FUCOSE
6595,3CIG,True,False,True,ALPHA-D-MANNOSE
6596,3CIG,True,False,True,BETA-D-MANNOSE
6597,3CIU,True,False,True,"5-(2,5-dioxopyrrolidin-1-yl)-N-[2-(2-{2-[(4-O-alpha-D-idopyranosyl-alpha-D-mannopyranosyl)oxy]ethoxy}ethoxy)ethyl]pentanamide"
6598,3CJC,True,False,True,N-ACETYL-D-GLUCOSAMINE
6599,3CK9,True,False,True,ALPHA-D-GLUCOSE
6600,3CKQ,True,False,False,URIDINE-5'-DIPHOSPHATE-GLUCOSE
6601,3CL4,True,False,True,N-ACETYL-D-GLUCOSAMINE
6602,3CL5,True,False,True,N-ACETYL-D-GLUCOSAMINE
6603,3CL5,True,False,True,"methyl 4,9-di-O-acetyl-5-(acetylamino)-3,5-dideoxy-D-glycero-alpha-D-galacto-non-2-ulopyranosidonic acid"
6604,3CO4,True,False,False,D-GLUCOSAMINE
6605,3COR,True,False,True,N-ACETYL-D-GALACTOSAMINE
6606,3CPU,True,False,True,ALPHA-D-GLUCOSE
6607,3CQL,True,False,True,2-(ACETYLAMINO)-2-DEOXY-A-D-GLUCOPYRANOSE
6608,3CQL,True,False,True,N-ACETYL-D-GLUCOSAMINE
6609,3CQO,True,True,False,ALPHA-L-FUCOSE
6610,3CR9,True,False,True,ALPHA-D-GLUCOSE
6611,3CRB,True,False,True,N-ACETYL-D-GLUCOSAMINE
6612,3CSY,True,False,True,N-ACETYL-D-GLUCOSAMINE
6613,3CSY,True,False,True,BETA-D-MANNOSE
6614,3CSY,True,False,True,ALPHA-D-MANNOSE
6615,3CSZ,True,False,True,N-ACETYL-D-GLUCOSAMINE
6616,3CT0,True,False,True,N-ACETYL-D-GLUCOSAMINE
6617,3CT1,True,False,True,N-ACETYL-D-GLUCOSAMINE
6618,3CT5,True,False,True,N-ACETYL-D-GLUCOSAMINE
6619,3CTT,True,False,True,N-ACETYL-D-GLUCOSAMINE
6620,3CU0,True,False,True,BETA-D-GALACTOSE
6621,3CU7,True,False,True,N-ACETYL-D-GLUCOSAMINE
6622,3CUF,True,False,True,"(3R,4R,5R)-3-HYDROXY-5-(HYDROXYMETHYL)PIPERIDIN-4-YL BETA-D-GLUCOPYRANOSIDE"
6623,3CUG,True,False,True,"(3R,4R,5R)-3-hydroxy-5-(hydroxymethyl)piperidin-4-yl beta-D-glucopyranosyl-(1->4)-beta-D-glucopyranosyl-(1->4)-beta-D-glucopyranoside"
6624,3CUH,True,False,True,"(3R,4R,5R)-3-hydroxy-5-(hydroxymethyl)piperidin-4-yl 4-O-beta-D-glucopyranosyl-beta-D-glucopyranoside"
6625,3CUP,True,False,True,N-ACETYL-D-GLUCOSAMINE
6626,3CUT,True,False,True,N-[(naphthalen-2-ylamino)(oxo)acetyl]-beta-D-glucopyranosylamine
6627,3CUU,True,False,True,N-[(naphthalen-1-ylamino)(oxo)acetyl]-beta-D-glucopyranosylamine
6628,3CUV,True,False,True,N-[oxo(pyridin-2-ylamino)acetyl]-beta-D-glucopyranosylamine
6629,3CUW,True,False,True,N-[oxo(phenylamino)acetyl]-beta-D-glucopyranosylamine
6630,3CV5,True,False,True,N-ACETYL-D-GLUCOSAMINE
6631,3CV5,True,False,True,alpha-D-mannopyranosyl-(1->3)-[alpha-D-mannopyranosyl-(1->3)-[alpha-D-mannopyranosyl-(1->6)]-alpha-D-mannopyranosyl-(1->6)]-alpha-D-mannopyranose
6632,3CWB,True,False,False,B-OCTYLGLUCOSIDE
6633,3CX4,True,False,True,ALPHA-D-GLUCOSE
6634,3CX4,True,False,True,BETA-D-GLUCOSE
6635,3CXD,True,False,True,N-ACETYL-D-GLUCOSAMINE
6636,3CXD,True,False,True,BETA-D-MANNOSE
6637,3CXD,True,False,True,ALPHA-D-MANNOSE
6638,3CY4,True,False,True,N-ACETYL-D-GLUCOSAMINE
6639,3CY4,True,False,True,ALPHA-D-MANNOSE
6640,3CYE,True,False,True,N-ACETYL-D-GLUCOSAMINE
6641,3CYE,True,False,True,ALPHA-D-MANNOSE
6642,3CZG,True,False,True,ALPHA-D-GLUCOSE
6643,3CZJ,True,False,False,D-galactonolactone
6644,3CZN,True,False,True,N-ACETYL-D-GLUCOSAMINE
6645,3CZN,True,False,True,2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl-(1->2)-alpha-D-mannopyranosyl-(1->3)-[alpha-D-mannopyranosyl-(1->3)-[alpha-D-mannopyranosyl-(1->6)]-alpha-D-mannopyranosyl-(1->6)]-beta-D-mannopyranosyl-(1->4)-2-(acetylamino)-2-deoxy-alpha-D-glucopyranose
6646,3CZN,True,False,True,2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl-(1->2)-alpha-D-mannopyranosyl-(1->3)-[alpha-D-mannopyranosyl-(1->3)-[alpha-D-mannopyranosyl-(1->6)]-alpha-D-mannopyranosyl-(1->6)]-beta-D-mannopyranosyl-(1->4)-2-(acetylamino)-2-deoxy-alpha-D-glucopyranose
6647,3CZS,True,False,True,N-ACETYL-D-GLUCOSAMINE
6648,3CZS,True,False,True,ALPHA-D-MANNOSE
6649,3CZU,True,False,True,N-ACETYL-D-GLUCOSAMINE
6650,3CZU,True,False,True,ALPHA-D-MANNOSE
6651,3D0G,True,False,True,2-(ACETYLAMINO)-2-DEOXY-A-D-GLUCOPYRANOSE
6652,3D0G,True,False,True,N-ACETYL-D-GLUCOSAMINE
6653,3D0H,True,False,True,2-(ACETYLAMINO)-2-DEOXY-A-D-GLUCOPYRANOSE
6654,3D0H,True,False,True,N-ACETYL-D-GLUCOSAMINE
6655,3D0I,True,False,True,2-(ACETYLAMINO)-2-DEOXY-A-D-GLUCOPYRANOSE
6656,3D0I,True,False,True,N-ACETYL-D-GLUCOSAMINE
6657,3D11,True,False,True,N-ACETYL-D-GLUCOSAMINE
6658,3D11,True,False,True,2-(ACETYLAMINO)-2-DEOXY-A-D-GLUCOPYRANOSE
6659,3D11,True,False,True,BETA-D-MANNOSE
6660,3D11,True,False,True,ALPHA-D-MANNOSE
6661,3D12,True,False,True,N-ACETYL-D-GLUCOSAMINE
6662,3D12,True,False,True,BETA-D-MANNOSE
6663,3D12,True,False,True,ALPHA-D-MANNOSE
6664,3D12,True,False,True,N-ACETYL-D-GALACTOSAMINE
6665,3D12,True,False,True,BETA-D-GLUCOSE
6666,3D12,True,False,True,ALPHA-D-GLUCOSE
6667,3D12,True,True,False,2-(ACETYLAMINO)-2-DEOXY-ALPHA-L-GLUCOPYRANOSE
6668,3D12,True,True,False,ALPHA-L-GALACTOPYRANOSE
6669,3D26,True,False,True,N-ACETYL-D-GALACTOSAMINE
6670,3D26,True,False,True,BETA-D-GALACTOSE
6671,3D26,True,True,False,ALPHA-L-FUCOSE
6672,3D2D,True,False,True,N-ACETYL-D-GLUCOSAMINE
6673,3D2D,True,False,True,ALPHA-D-MANNOSE
6674,3D2H,True,False,True,N-ACETYL-D-GLUCOSAMINE
6675,3D2H,True,False,True,ALPHA-D-MANNOSE
6676,3D2J,True,False,True,N-ACETYL-D-GLUCOSAMINE
6677,3D2J,True,False,True,ALPHA-D-MANNOSE
6678,3D2U,True,False,True,N-ACETYL-D-GLUCOSAMINE
6679,3D2U,True,False,True,ALPHA-D-MANNOSE
6680,3D2U,True,False,True,BETA-D-MANNOSE
6681,3D2U,True,True,False,ALPHA-L-FUCOSE
6682,3D3D,True,False,True,N-ACETYL-D-GLUCOSAMINE
6683,3D3Z,True,False,True,N-ACETYL-D-GLUCOSAMINE
6684,3D4K,True,False,True,ALPHA-D-MANNOSE
6685,3D4K,True,False,True,methyl 2-deoxy-2-(2-hydroxyethyl)-alpha-D-mannopyranoside
6686,3D4L,True,False,True,N-ACETYL-D-GLUCOSAMINE
6687,3D4L,True,False,True,2-(ACETYLAMINO)-2-DEOXY-A-D-GLUCOPYRANOSE
6688,3D4Y,True,False,True,N-ACETYL-D-GLUCOSAMINE
6689,3D4Z,True,False,False,GLUCOIMIDAZOLE
6690,3D50,True,False,True,N-ACETYL-D-GLUCOSAMINE
6691,3D5O,True,False,True,N-ACETYL-D-GLUCOSAMINE
6692,3D66,True,False,True,N-ACETYL-D-GLUCOSAMINE
6693,3D67,True,False,True,N-ACETYL-D-GLUCOSAMINE
6694,3D68,True,False,True,N-ACETYL-D-GLUCOSAMINE
6695,3D6G,True,False,True,N-ACETYL-D-GLUCOSAMINE
6696,3D6G,True,False,True,BETA-D-MANNOSE
6697,3D6G,True,False,True,ALPHA-D-MANNOSE
6698,3D6G,True,True,False,ALPHA-L-FUCOSE
6699,3D6S,True,False,True,2-(ACETYLAMINO)-2-DEOXY-A-D-GLUCOPYRANOSE
6700,3D6S,True,False,True,N-ACETYL-D-GLUCOSAMINE
6701,3D7D,True,False,True,N-ACETYL-D-GLUCOSAMINE
6702,3D7D,True,False,True,BETA-D-MANNOSE
6703,3D7D,True,False,True,ALPHA-D-MANNOSE
6704,3D7F,True,False,True,N-ACETYL-D-GLUCOSAMINE
6705,3D7F,True,False,True,BETA-D-MANNOSE
6706,3D7F,True,False,True,ALPHA-D-MANNOSE
6707,3D7G,True,False,True,N-ACETYL-D-GLUCOSAMINE
6708,3D7G,True,False,True,BETA-D-MANNOSE
6709,3D7G,True,False,True,ALPHA-D-MANNOSE
6710,3D7H,True,False,True,N-ACETYL-D-GLUCOSAMINE
6711,3D7H,True,False,True,BETA-D-MANNOSE
6712,3D7H,True,False,True,ALPHA-D-MANNOSE
6713,3D7W,True,False,True,N-ACETYL-D-GLUCOSAMINE
6714,3D87,True,False,True,ALPHA-D-MANNOSE
6715,3DBN,True,False,False,D-MANNONIC ACID
6716,3DBX,True,False,True,N-ACETYL-D-GLUCOSAMINE
6717,3DD1,True,False,True,1-N-ACETYL-BETA-D-GLUCOSAMINE
6718,3DDF,True,False,True,N-ACETYL-D-GLUCOSAMINE
6719,3DDG,True,False,True,N-ACETYL-D-GLUCOSAMINE
6720,3DDS,True,False,True,1-N-ACETYL-BETA-D-GLUCOSAMINE
6721,3DDW,True,False,True,1-N-ACETYL-BETA-D-GLUCOSAMINE
6722,3DEM,True,False,True,N-ACETYL-D-GLUCOSAMINE
6723,3DGC,True,False,True,N-ACETYL-D-GLUCOSAMINE
6724,3DGC,True,False,True,BETA-D-MANNOSE
6725,3DGC,True,False,True,ALPHA-D-MANNOSE
6726,3DGC,True,True,False,ALPHA-L-FUCOSE
6727,3DGV,True,False,True,N-ACETYL-D-GLUCOSAMINE
6728,3DGV,True,False,True,2-(ACETYLAMINO)-2-DEOXY-A-D-GLUCOPYRANOSE
6729,3DGV,True,True,False,BETA-L-FUCOSE
6730,3DGV,True,False,True,BETA-D-MANNOSE
6731,3DGY,True,False,True,BETA-D-GLUCOSE
6732,3DH2,True,False,True,BETA-D-GLUCOSE
6733,3DHP,True,False,True,ALPHA-D-GLUCOSE
6734,3DHP,True,False,True,"4,6-DIDEOXY-4-AMINO-ALPHA-D-GLUCOSE"
6735,3DI3,True,False,True,N-ACETYL-D-GLUCOSAMINE
6736,3DIV,True,False,True,N-ACETYL-D-GLUCOSAMINE
6737,3DIV,True,False,True,ALPHA-D-MANNOSE
6738,3DIV,True,False,True,BETA-D-MANNOSE
6739,3DJ4,True,False,False,URIDINE-DIPHOSPHATE-N-ACETYLGLUCOSAMINE
6740,3DJY,True,False,True,N-ACETYL-D-GLUCOSAMINE
6741,3DJY,True,True,False,BETA-L-FUCOSE
6742,3DKH,True,False,True,N-ACETYL-D-GLUCOSAMINE
6743,3DKH,True,False,True,BETA-D-MANNOSE
6744,3DKH,True,False,True,ALPHA-D-MANNOSE
6745,3DKK,True,False,True,N-ACETYL-D-GLUCOSAMINE
6746,3DKK,True,True,False,BETA-L-FUCOSE
6747,3DL7,True,False,True,N-ACETYL-D-GLUCOSAMINE
6748,3DM0,True,False,True,ALPHA-D-GLUCOSE
6749,3DMK,True,False,True,N-ACETYL-D-GLUCOSAMINE
6750,3DMK,True,False,True,2-(ACETYLAMINO)-2-DEOXY-A-D-GLUCOPYRANOSE
6751,3DNI,True,False,True,N-ACETYL-D-GLUCOSAMINE
6752,3DNI,True,False,True,BETA-D-MANNOSE
6753,3DNI,True,False,True,ALPHA-D-MANNOSE
6754,3DNI,True,False,False,ALPHA D-GALACTOSE
6755,3DO3,True,False,True,N-ACETYL-D-GLUCOSAMINE
6756,3DO3,True,False,True,BETA-D-MANNOSE
6757,3DO3,True,False,True,ALPHA-D-MANNOSE
6758,3DO3,True,False,True,BETA-D-GALACTOSE
6759,3DO3,True,True,False,BETA-L-FUCOSE
6760,3DQ0,True,False,True,N-ACETYL-D-GLUCOSAMINE
6761,3DQB,True,False,True,N-ACETYL-D-GLUCOSAMINE
6762,3DQB,True,False,True,BETA-D-MANNOSE
6763,3DQB,True,False,True,ALPHA-D-MANNOSE
6764,3DQB,True,False,False,B-OCTYLGLUCOSIDE
6765,3DSF,True,False,True,N-ACETYL-D-GLUCOSAMINE
6766,3DSF,True,False,True,BETA-D-MANNOSE
6767,3DSF,True,False,True,ALPHA-D-MANNOSE
6768,3DSL,True,False,True,N-ACETYL-D-GLUCOSAMINE
6769,3DUH,True,False,True,N-ACETYL-D-GLUCOSAMINE
6770,3DUR,True,False,True,3-DEOXY-D-MANNO-OCT-2-ULOSONIC ACID
6771,3DUS,True,False,True,3-DEOXY-D-MANNO-OCT-2-ULOSONIC ACID
6772,3DUU,True,False,True,3-DEOXY-D-MANNO-OCT-2-ULOSONIC ACID
6773,3DUV,True,False,True,3-DEOXY-D-MANNO-OCT-2-ULOSONIC ACID
6774,3DV4,True,False,True,3-DEOXY-D-MANNO-OCT-2-ULOSONIC ACID
6775,3DV6,True,False,True,3-DEOXY-D-MANNO-OCT-2-ULOSONIC ACID
6776,3DWP,True,False,True,"3,5-dideoxy-5-[(hydroxyacetyl)amino]-D-glycero-alpha-D-galacto-non-2-ulopyranosonic acid"
6777,3DWQ,True,False,True,"3,5-dideoxy-5-[(hydroxyacetyl)amino]-D-glycero-alpha-D-galacto-non-2-ulopyranosonic acid"
6778,3DWQ,True,False,True,BETA-D-GALACTOSE
6779,3DWQ,True,False,True,N-ACETYL-D-GALACTOSAMINE
6780,3DX0,True,False,True,N-ACETYL-D-GLUCOSAMINE
6781,3DX1,True,False,True,N-ACETYL-D-GLUCOSAMINE
6782,3DX3,True,False,True,N-ACETYL-D-GLUCOSAMINE
6783,3DX4,True,False,True,N-ACETYL-D-GLUCOSAMINE
6784,3DY0,True,False,False,"N,O6-DISULFO-GLUCOSAMINE"
6785,3DYB,True,False,False,DIGALACTURONIC ACID
6786,3DYO,True,False,True,ISOPROPYL-1-BETA-D-THIOGALACTOSIDE
6787,3DZW,True,False,True,ALPHA-D-MANNOSE
6788,3E0G,True,False,True,N-ACETYL-D-GLUCOSAMINE
6789,3E0G,True,False,True,ALPHA-D-MANNOSE
6790,3E0G,True,True,False,ALPHA-L-FUCOSE
6791,3E12,True,False,True,3-deoxy-8-O-phosphono-D-manno-oct-2-ulosonic acid
6792,3E1F,True,False,True,BETA-D-GALACTOSE
6793,3E1I,True,False,True,N-ACETYL-D-GLUCOSAMINE
6794,3E68,True,False,False,B-OCTYLGLUCOSIDE
6795,3E6J,True,True,True,6-DEOXY-ALPHA-L-IDOPYRANOSYL-(1->2)-ALPHA-D-GLUCOPYRANOSYL-(1->4)-2-(ACETYLAMINO)-2-DEOXY-BETA-L-GULOPYRANOSE
6796,3E6L,True,False,False,B-OCTYLGLUCOSIDE
6797,3E6P,True,False,True,N-ACETYL-D-GLUCOSAMINE
6798,3E7F,True,False,False,6-PHOSPHOGLUCONIC ACID
6799,3E7J,True,False,True,N-ACETYL-D-GLUCOSAMINE
